APR_MDC_key,intake_date,intake_date
05,2016-06-06,24
05,2016-06-15,24
05,2016-07-13,24
05,2016-08-23,24
05,2016-10-04,24
05,2016-11-04,24
05,2017-02-17,24
05,2017-02-27,24
05,2017-03-14,24
05,2017-03-21,24
05,2017-03-28,24
05,2017-03-31,24
05,2017-05-10,24
05,2017-10-03,24
05,2017-10-12,24
05,2017-10-23,24
05,2017-12-05,24
05,2017-12-14,24
05,2018-02-16,24
05,2018-04-10,24
05,2018-05-11,24
05,2018-07-09,24
05,2018-09-24,24
05,2018-10-29,24
05,2018-11-09,24
05,2018-11-26,24
05,2018-12-10,24
05,2018-12-14,24
05,2018-12-18,24
05,2019-03-25,24
05,2019-04-02,24
05,2019-04-05,24
05,2019-04-29,24
05,2019-05-03,24
05,2019-05-14,24
05,2019-08-12,24
05,2019-08-19,24
05,2019-09-09,24
05,2019-09-30,24
05,2019-10-09,24
05,2019-10-28,24
05,2019-11-04,24
05,2020-01-17,24
05,2020-02-21,24
05,2020-02-24,24
05,2020-02-25,24
05,2020-05-29,24
05,2020-06-08,24
05,2020-06-16,24
05,2020-08-27,24
05,2020-10-05,24
05,2020-10-07,24
05,2021-01-12,24
05,2021-02-01,24
05,2021-02-05,24
05,2021-02-10,24
05,2021-04-20,24
05,2021-05-17,24
05,2021-08-31,24
05,2021-09-08,24
05,2021-09-14,24
05,2021-10-04,24
05,2021-10-13,24
05,2021-10-27,24
05,2021-11-04,24
05,2021-11-08,24
05,2021-11-09,24
05,2021-12-17,24
05,2016-01-18,23
05,2016-01-26,23
05,2016-02-04,23
05,2016-03-04,23
05,2016-04-05,23
05,2016-04-26,23
05,2016-04-28,23
05,2016-06-16,23
05,2016-10-05,23
05,2016-10-17,23
05,2016-11-14,23
05,2016-11-24,23
05,2016-12-15,23
05,2017-01-17,23
05,2017-01-19,23
05,2017-02-06,23
05,2017-02-07,23
05,2017-02-13,23
05,2017-03-09,23
05,2017-04-03,23
05,2017-04-14,23
05,2017-04-24,23
05,2017-06-27,23
05,2017-08-10,23
05,2017-09-22,23
05,2017-10-09,23
05,2017-10-16,23
05,2017-10-20,23
05,2017-10-24,23
05,2017-11-08,23
05,2017-11-14,23
05,2017-12-01,23
05,2017-12-04,23
05,2017-12-18,23
05,2018-01-12,23
05,2018-02-05,23
05,2018-03-20,23
05,2018-09-03,23
05,2018-11-19,23
05,2018-12-12,23
05,2019-01-07,23
05,2019-01-14,23
05,2019-02-12,23
05,2019-02-14,23
05,2019-03-18,23
05,2019-03-20,23
05,2019-04-01,23
05,2019-06-13,23
05,2019-06-18,23
05,2019-07-10,23
05,2019-10-07,23
05,2019-11-08,23
05,2019-12-02,23
05,2019-12-16,23
05,2020-06-22,23
05,2020-09-21,23
05,2020-09-22,23
05,2020-10-06,23
05,2020-10-27,23
05,2020-12-11,23
05,2020-12-14,23
05,2020-12-18,23
05,2021-01-04,23
05,2021-01-11,23
05,2021-01-14,23
05,2021-01-15,23
05,2021-02-03,23
05,2021-03-05,23
05,2021-03-22,23
05,2021-03-31,23
05,2021-04-19,23
05,2021-04-30,23
05,2021-05-12,23
05,2021-05-26,23
05,2021-06-04,23
05,2021-06-07,23
05,2021-06-09,23
05,2021-06-17,23
05,2021-06-22,23
05,2021-08-30,23
05,2021-09-10,23
05,2021-09-17,23
05,2021-09-23,23
05,2021-09-27,23
05,2016-01-04,22
05,2016-01-25,22
05,2016-03-10,22
05,2016-04-08,22
05,2016-04-11,22
05,2016-04-12,22
05,2016-05-23,22
05,2016-05-30,22
05,2016-06-13,22
05,2016-06-14,22
05,2016-06-27,22
05,2016-07-15,22
05,2016-08-24,22
05,2016-09-05,22
05,2016-09-13,22
05,2016-09-15,22
05,2016-09-22,22
05,2016-09-26,22
05,2016-09-27,22
05,2016-10-03,22
05,2016-10-10,22
05,2016-10-13,22
05,2016-11-25,22
05,2016-12-01,22
05,2016-12-05,22
05,2016-12-13,22
05,2016-12-22,22
05,2016-12-23,22
05,2017-01-12,22
05,2017-03-01,22
05,2017-03-20,22
05,2017-03-22,22
05,2017-05-17,22
05,2017-06-06,22
05,2017-06-08,22
05,2017-06-12,22
05,2017-06-16,22
05,2017-07-17,22
05,2017-07-18,22
05,2017-09-25,22
05,2017-10-04,22
05,2017-11-23,22
05,2018-01-05,22
05,2018-01-09,22
05,2018-02-15,22
05,2018-03-30,22
05,2018-04-11,22
05,2018-06-07,22
05,2018-07-02,22
05,2018-10-03,22
05,2018-10-24,22
05,2018-11-08,22
05,2018-11-29,22
05,2019-01-25,22
05,2019-02-04,22
05,2019-02-18,22
05,2019-02-21,22
05,2019-02-26,22
05,2019-04-24,22
05,2019-05-02,22
05,2019-07-15,22
05,2019-07-29,22
05,2019-08-20,22
05,2019-09-16,22
05,2019-10-15,22
05,2019-11-26,22
05,2019-11-29,22
05,2019-12-03,22
05,2020-01-02,22
05,2020-01-09,22
05,2020-01-28,22
05,2020-02-07,22
05,2020-02-11,22
05,2020-03-11,22
05,2020-03-13,22
05,2020-06-10,22
05,2020-06-18,22
05,2020-07-07,22
05,2020-07-14,22
05,2020-08-20,22
05,2020-08-26,22
05,2020-09-15,22
05,2020-09-23,22
05,2020-10-02,22
05,2020-10-13,22
05,2020-10-16,22
05,2020-10-19,22
05,2020-11-23,22
05,2020-11-27,22
05,2021-01-26,22
05,2021-03-03,22
05,2021-05-05,22
05,2021-05-21,22
05,2021-06-23,22
05,2021-06-29,22
05,2021-07-02,22
05,2021-08-09,22
05,2021-08-10,22
05,2021-08-17,22
05,2021-08-24,22
05,2021-09-21,22
05,2016-01-08,21
05,2016-02-01,21
05,2016-02-18,21
05,2016-02-29,21
05,2016-03-17,21
05,2016-03-25,21
05,2016-03-31,21
05,2016-04-27,21
05,2016-05-02,21
05,2016-05-24,21
05,2016-06-23,21
05,2016-06-28,21
05,2016-08-01,21
05,2016-10-20,21
05,2016-10-26,21
05,2016-11-15,21
05,2016-11-16,21
05,2016-12-07,21
05,2016-12-16,21
05,2017-01-05,21
05,2017-02-23,21
05,2017-03-17,21
05,2017-04-07,21
05,2017-04-27,21
05,2017-05-12,21
05,2017-07-25,21
05,2017-07-31,21
05,2017-09-08,21
05,2017-10-02,21
05,2017-10-30,21
05,2017-11-13,21
05,2017-11-17,21
05,2018-01-03,21
05,2018-01-04,21
05,2018-01-19,21
05,2018-01-29,21
05,2018-03-05,21
05,2018-04-04,21
05,2018-04-05,21
05,2018-04-19,21
05,2018-06-01,21
05,2018-06-12,21
05,2018-07-05,21
05,2018-08-13,21
05,2018-09-21,21
05,2018-09-25,21
05,2018-12-03,21
05,2018-12-04,21
05,2018-12-07,21
05,2019-01-03,21
05,2019-01-18,21
05,2019-01-22,21
05,2019-03-21,21
05,2019-03-26,21
05,2019-03-27,21
05,2019-04-12,21
05,2019-05-07,21
05,2019-05-13,21
05,2019-05-28,21
05,2019-06-14,21
05,2019-07-22,21
05,2019-09-13,21
05,2019-09-17,21
05,2019-09-26,21
05,2019-09-27,21
05,2019-10-01,21
05,2019-10-31,21
05,2019-11-28,21
05,2019-12-09,21
05,2019-12-20,21
05,2020-01-06,21
05,2020-01-24,21
05,2020-02-06,21
05,2020-02-18,21
05,2020-02-26,21
05,2020-04-27,21
05,2020-05-12,21
05,2020-06-15,21
05,2020-07-13,21
05,2020-08-24,21
05,2020-08-31,21
05,2020-09-04,21
05,2020-09-07,21
05,2020-09-14,21
05,2020-09-24,21
05,2020-09-25,21
05,2020-10-09,21
05,2021-01-05,21
05,2021-02-17,21
05,2021-02-23,21
05,2021-02-25,21
05,2021-03-19,21
05,2021-04-14,21
05,2021-05-28,21
05,2021-06-01,21
05,2021-06-15,21
05,2021-06-24,21
05,2021-06-28,21
05,2021-07-16,21
05,2021-08-04,21
05,2021-09-30,21
05,2021-12-13,21
05,2021-12-16,21
05,2016-02-08,20
05,2016-02-23,20
05,2016-03-07,20
05,2016-03-08,20
05,2016-03-09,20
05,2016-03-14,20
05,2016-04-19,20
05,2016-05-09,20
05,2016-06-10,20
05,2016-07-07,20
05,2016-07-22,20
05,2016-08-16,20
05,2016-08-17,20
05,2016-09-06,20
05,2016-09-14,20
05,2016-10-11,20
05,2016-10-12,20
05,2016-10-24,20
05,2016-11-03,20
05,2016-12-02,20
05,2017-01-30,20
05,2017-03-03,20
05,2017-03-08,20
05,2017-03-27,20
05,2017-04-19,20
05,2017-04-26,20
05,2017-05-08,20
05,2017-05-16,20
05,2017-05-19,20
05,2017-05-23,20
05,2017-06-02,20
05,2017-06-23,20
05,2017-07-04,20
05,2017-07-10,20
05,2017-07-14,20
05,2017-08-04,20
05,2017-08-21,20
05,2017-09-12,20
05,2017-09-14,20
05,2017-11-09,20
05,2017-11-15,20
05,2017-11-27,20
05,2017-11-28,20
05,2017-12-21,20
05,2018-01-02,20
05,2018-01-16,20
05,2018-01-30,20
05,2018-02-19,20
05,2018-02-21,20
05,2018-02-27,20
05,2018-03-06,20
05,2018-03-07,20
05,2018-03-09,20
05,2018-03-12,20
05,2018-03-19,20
05,2018-04-03,20
05,2018-04-12,20
05,2018-04-17,20
05,2018-04-20,20
05,2018-04-26,20
05,2018-06-11,20
05,2018-06-15,20
05,2018-07-04,20
05,2018-09-11,20
05,2018-09-17,20
05,2018-09-20,20
05,2018-11-05,20
05,2018-11-06,20
05,2018-12-20,20
05,2019-01-09,20
05,2019-01-10,20
05,2019-02-01,20
05,2019-02-13,20
05,2019-02-22,20
05,2019-02-27,20
05,2019-02-28,20
05,2019-03-04,20
05,2019-03-12,20
05,2019-04-03,20
05,2019-04-10,20
05,2019-04-25,20
05,2019-05-20,20
05,2019-05-21,20
05,2019-06-11,20
05,2019-06-21,20
05,2019-07-04,20
05,2019-07-05,20
05,2019-08-21,20
05,2019-09-03,20
05,2019-10-22,20
05,2019-12-06,20
05,2019-12-10,20
05,2020-03-03,20
05,2020-03-05,20
05,2020-03-09,20
05,2020-05-26,20
05,2020-06-02,20
05,2020-07-16,20
05,2020-08-05,20
05,2020-09-10,20
05,2020-09-28,20
05,2020-10-01,20
05,2020-12-21,20
05,2021-02-04,20
05,2021-02-12,20
05,2021-03-02,20
05,2021-03-24,20
05,2021-03-26,20
05,2021-04-06,20
05,2021-04-16,20
05,2021-04-27,20
05,2021-06-03,20
05,2021-07-26,20
05,2021-07-28,20
05,2021-08-03,20
05,2021-10-01,20
05,2021-10-06,20
05,2021-10-07,20
05,2021-11-29,20
05,2021-12-02,20
05,2021-12-15,20
05,2021-12-21,20
05,2016-01-05,19
05,2016-01-06,19
05,2016-01-12,19
05,2016-02-09,19
05,2016-02-25,19
05,2016-04-06,19
05,2016-05-13,19
05,2016-05-17,19
05,2016-05-20,19
05,2016-06-02,19
05,2016-06-24,19
05,2016-08-03,19
05,2016-08-04,19
05,2016-08-12,19
05,2016-09-02,19
05,2016-10-14,19
05,2016-12-14,19
05,2017-01-26,19
05,2017-02-02,19
05,2017-03-07,19
05,2017-03-23,19
05,2017-04-04,19
05,2017-04-21,19
05,2017-05-09,19
05,2017-06-26,19
05,2017-08-07,19
05,2017-09-04,19
05,2017-09-19,19
05,2017-10-11,19
05,2017-12-22,19
05,2018-02-07,19
05,2018-02-20,19
05,2018-02-26,19
05,2018-03-14,19
05,2018-03-27,19
05,2018-04-06,19
05,2018-05-22,19
05,2018-05-24,19
05,2018-05-31,19
05,2018-06-05,19
05,2018-06-06,19
05,2018-06-21,19
05,2018-08-16,19
05,2018-08-27,19
05,2018-09-10,19
05,2018-09-12,19
05,2018-09-14,19
05,2018-09-28,19
05,2018-10-02,19
05,2018-10-17,19
05,2018-10-18,19
05,2018-10-26,19
05,2018-11-13,19
05,2018-11-30,19
05,2018-12-11,19
05,2018-12-17,19
05,2019-01-08,19
05,2019-01-15,19
05,2019-01-30,19
05,2019-02-06,19
05,2019-03-29,19
05,2019-04-09,19
05,2019-05-17,19
05,2019-07-02,19
05,2019-07-03,19
05,2019-07-09,19
05,2019-07-16,19
05,2019-08-13,19
05,2019-09-20,19
05,2019-10-04,19
05,2019-10-16,19
05,2019-11-14,19
05,2019-11-20,19
05,2019-12-04,19
05,2019-12-17,19
05,2020-05-04,19
05,2020-05-05,19
05,2020-06-23,19
05,2020-06-26,19
05,2020-06-29,19
05,2020-07-02,19
05,2020-07-23,19
05,2020-07-27,19
05,2020-07-28,19
05,2020-08-12,19
05,2020-10-20,19
05,2020-11-09,19
05,2021-01-19,19
05,2021-01-29,19
05,2021-02-18,19
05,2021-02-19,19
05,2021-03-08,19
05,2021-03-10,19
05,2021-04-01,19
05,2021-04-02,19
05,2021-04-13,19
05,2021-04-28,19
05,2021-07-07,19
05,2021-08-02,19
05,2021-09-03,19
05,2021-09-20,19
05,2021-09-28,19
05,2021-11-18,19
05,2021-11-22,19
05,2021-12-07,19
05,2021-12-14,19
05,2021-12-22,19
05,2016-01-13,18
05,2016-01-14,18
05,2016-01-22,18
05,2016-01-29,18
05,2016-02-03,18
05,2016-02-05,18
05,2016-02-12,18
05,2016-03-02,18
05,2016-03-16,18
05,2016-03-23,18
05,2016-05-12,18
05,2016-05-26,18
05,2016-06-07,18
05,2016-06-17,18
05,2016-06-20,18
05,2016-07-04,18
05,2016-08-31,18
05,2016-09-01,18
05,2016-09-29,18
05,2016-11-09,18
05,2016-12-12,18
05,2017-02-03,18
05,2017-02-08,18
05,2017-02-16,18
05,2017-03-10,18
05,2017-03-29,18
05,2017-04-20,18
05,2017-06-13,18
05,2017-07-03,18
05,2017-07-05,18
05,2017-07-07,18
05,2017-08-01,18
05,2017-08-02,18
05,2017-08-08,18
05,2017-08-22,18
05,2017-08-31,18
05,2017-09-11,18
05,2017-09-20,18
05,2017-10-10,18
05,2017-10-26,18
05,2017-10-27,18
05,2017-11-02,18
05,2017-11-30,18
05,2017-12-11,18
05,2018-01-18,18
05,2018-01-23,18
05,2018-01-26,18
05,2018-02-22,18
05,2018-02-23,18
05,2018-02-28,18
05,2018-03-02,18
05,2018-03-21,18
05,2018-03-29,18
05,2018-05-23,18
05,2018-05-25,18
05,2018-05-28,18
05,2018-06-18,18
05,2018-06-19,18
05,2018-07-03,18
05,2018-07-19,18
05,2018-08-30,18
05,2018-09-04,18
05,2018-09-06,18
05,2018-09-27,18
05,2018-10-16,18
05,2018-11-16,18
05,2018-11-20,18
05,2018-11-23,18
05,2019-02-05,18
05,2019-03-15,18
05,2019-04-15,18
05,2019-04-23,18
05,2019-05-22,18
05,2019-06-26,18
05,2019-07-01,18
05,2019-09-10,18
05,2019-09-11,18
05,2019-10-29,18
05,2019-11-15,18
05,2019-11-21,18
05,2019-11-22,18
05,2019-11-27,18
05,2020-01-10,18
05,2020-01-15,18
05,2020-01-21,18
05,2020-01-29,18
05,2020-02-12,18
05,2020-02-14,18
05,2020-02-20,18
05,2020-04-24,18
05,2020-05-08,18
05,2020-05-14,18
05,2020-05-18,18
05,2020-06-04,18
05,2020-06-12,18
05,2020-06-19,18
05,2020-06-25,18
05,2020-07-01,18
05,2020-07-09,18
05,2020-07-15,18
05,2020-07-30,18
05,2020-09-01,18
05,2020-09-09,18
05,2020-10-08,18
05,2020-11-10,18
05,2020-11-12,18
05,2020-11-25,18
05,2020-11-30,18
05,2020-12-01,18
05,2020-12-10,18
05,2020-12-16,18
05,2020-12-17,18
05,2021-01-13,18
05,2021-02-09,18
05,2021-02-26,18
05,2021-03-11,18
05,2021-03-16,18
05,2021-03-23,18
05,2021-03-30,18
05,2021-04-08,18
05,2021-04-29,18
05,2021-06-02,18
05,2021-07-06,18
05,2021-07-22,18
05,2021-08-13,18
05,2021-08-18,18
05,2021-09-01,18
05,2021-09-02,18
05,2021-09-16,18
05,2021-11-05,18
05,2021-11-23,18
05,2021-11-30,18
05,2016-01-20,17
05,2016-02-11,17
05,2016-02-15,17
05,2016-03-03,17
05,2016-03-30,17
05,2016-04-21,17
05,2016-05-19,17
05,2016-06-08,17
05,2016-07-06,17
05,2016-07-19,17
05,2016-07-28,17
05,2016-08-22,17
05,2016-09-09,17
05,2016-09-16,17
05,2016-09-21,17
05,2016-10-19,17
05,2016-10-31,17
05,2016-11-10,17
05,2016-11-17,17
05,2016-12-19,17
05,2017-01-04,17
05,2017-01-06,17
05,2017-01-25,17
05,2017-04-12,17
05,2017-05-04,17
05,2017-05-11,17
05,2017-05-22,17
05,2017-05-31,17
05,2017-06-15,17
05,2017-07-12,17
05,2017-08-16,17
05,2017-08-18,17
05,2017-09-01,17
05,2017-09-13,17
05,2017-09-15,17
05,2017-09-28,17
05,2017-12-08,17
05,2017-12-13,17
05,2017-12-19,17
05,2017-12-20,17
05,2018-01-10,17
05,2018-01-11,17
05,2018-01-17,17
05,2018-01-24,17
05,2018-02-08,17
05,2018-03-16,17
05,2018-03-28,17
05,2018-04-18,17
05,2018-04-25,17
05,2018-06-26,17
05,2018-06-29,17
05,2018-07-23,17
05,2018-08-07,17
05,2018-08-24,17
05,2018-10-30,17
05,2018-11-27,17
05,2018-12-21,17
05,2019-01-31,17
05,2019-02-07,17
05,2019-03-05,17
05,2019-03-06,17
05,2019-03-14,17
05,2019-03-22,17
05,2019-04-04,17
05,2019-04-11,17
05,2019-04-17,17
05,2019-05-10,17
05,2019-06-07,17
05,2019-06-12,17
05,2019-06-20,17
05,2019-08-08,17
05,2019-09-02,17
05,2019-09-06,17
05,2019-12-11,17
05,2020-01-08,17
05,2020-01-22,17
05,2020-02-13,17
05,2020-05-15,17
05,2020-06-03,17
05,2020-06-30,17
05,2020-07-24,17
05,2020-07-31,17
05,2020-08-19,17
05,2020-09-02,17
05,2020-09-11,17
05,2020-11-17,17
05,2020-11-20,17
05,2020-11-24,17
05,2020-12-09,17
05,2020-12-22,17
05,2020-12-23,17
05,2021-01-20,17
05,2021-01-28,17
05,2021-02-11,17
05,2021-03-09,17
05,2021-03-12,17
05,2021-03-17,17
05,2021-03-25,17
05,2021-05-04,17
05,2021-05-06,17
05,2021-05-20,17
05,2021-05-27,17
05,2021-07-05,17
05,2021-07-14,17
05,2021-08-11,17
05,2021-08-19,17
05,2021-08-23,17
05,2021-08-25,17
05,2016-04-07,16
05,2016-04-13,16
05,2016-04-14,16
05,2016-05-11,16
05,2016-06-03,16
05,2016-06-22,16
05,2016-06-30,16
05,2016-07-14,16
05,2016-07-29,16
05,2016-08-18,16
05,2016-08-25,16
05,2016-09-12,16
05,2016-09-23,16
05,2016-11-02,16
05,2016-12-21,16
05,2017-01-03,16
05,2017-02-10,16
05,2017-02-22,16
05,2017-03-15,16
05,2017-03-16,16
05,2017-04-10,16
05,2017-04-11,16
05,2017-05-18,16
05,2017-05-24,16
05,2017-05-29,16
05,2017-06-01,16
05,2017-06-09,16
05,2017-06-28,16
05,2017-06-29,16
05,2017-07-13,16
05,2017-07-24,16
05,2017-08-24,16
05,2017-09-29,16
05,2017-10-05,16
05,2017-10-13,16
05,2017-10-18,16
05,2018-01-25,16
05,2018-02-02,16
05,2018-02-06,16
05,2018-02-12,16
05,2018-03-23,16
05,2018-05-02,16
05,2018-05-29,16
05,2018-05-30,16
05,2018-07-12,16
05,2018-07-16,16
05,2018-08-21,16
05,2018-09-05,16
05,2018-09-13,16
05,2018-09-26,16
05,2018-10-09,16
05,2018-10-19,16
05,2018-11-07,16
05,2018-11-21,16
05,2018-12-05,16
05,2019-01-23,16
05,2019-02-08,16
05,2019-02-19,16
05,2019-03-07,16
05,2019-04-16,16
05,2019-04-19,16
05,2019-05-09,16
05,2019-06-27,16
05,2019-07-17,16
05,2019-08-05,16
05,2019-08-14,16
05,2019-09-24,16
05,2019-09-25,16
05,2019-10-02,16
05,2019-10-11,16
05,2019-10-17,16
05,2019-10-23,16
05,2019-10-30,16
05,2019-12-05,16
05,2019-12-12,16
05,2019-12-18,16
05,2019-12-23,16
05,2019-12-27,16
05,2020-01-23,16
05,2020-03-31,16
05,2020-04-21,16
05,2020-06-05,16
05,2020-07-03,16
05,2020-08-04,16
05,2020-08-18,16
05,2020-11-16,16
05,2020-12-02,16
05,2021-01-07,16
05,2021-01-21,16
05,2021-01-27,16
05,2021-02-08,16
05,2021-02-24,16
05,2021-03-04,16
05,2021-03-18,16
05,2021-05-19,16
05,2021-06-10,16
05,2021-06-11,16
05,2021-07-15,16
05,2021-07-23,16
05,2021-08-26,16
05,2021-09-09,16
05,2021-11-03,16
05,2021-11-19,16
05,2021-11-24,16
05,2021-11-26,16
05,2021-12-06,16
05,2016-01-28,15
05,2016-02-16,15
05,2016-02-17,15
05,2016-05-18,15
05,2016-06-01,15
05,2016-06-09,15
05,2016-07-05,15
05,2016-07-08,15
05,2016-07-20,15
05,2016-08-29,15
05,2016-09-28,15
05,2017-06-21,15
05,2017-07-06,15
05,2017-07-28,15
05,2017-09-21,15
05,2017-09-27,15
05,2018-02-09,15
05,2018-03-15,15
05,2018-03-22,15
05,2018-05-08,15
05,2018-06-14,15
05,2018-06-22,15
05,2018-06-27,15
05,2018-07-10,15
05,2018-07-13,15
05,2018-07-25,15
05,2018-07-27,15
05,2018-08-01,15
05,2018-08-17,15
05,2018-09-19,15
05,2018-10-04,15
05,2019-01-16,15
05,2019-03-28,15
05,2019-04-18,15
05,2019-06-03,15
05,2019-06-19,15
05,2019-06-28,15
05,2019-07-25,15
05,2019-08-27,15
05,2019-09-18,15
05,2019-11-13,15
05,2019-12-19,15
05,2020-01-03,15
05,2020-01-14,15
05,2020-02-05,15
05,2020-05-11,15
05,2020-05-13,15
05,2020-05-25,15
05,2020-06-11,15
05,2020-07-06,15
05,2020-07-08,15
05,2020-07-29,15
05,2020-08-07,15
05,2020-08-25,15
05,2020-08-28,15
05,2020-09-03,15
05,2020-09-18,15
05,2020-09-30,15
05,2020-10-14,15
05,2020-10-21,15
05,2020-10-22,15
05,2020-11-13,15
05,2020-12-03,15
05,2020-12-28,15
05,2021-02-16,15
05,2021-04-07,15
05,2021-04-21,15
05,2021-04-23,15
05,2021-07-19,15
05,2021-08-05,15
05,2021-08-20,15
05,2021-10-21,15
05,2021-12-10,15
05,2016-03-01,14
05,2016-04-20,14
05,2016-05-22,14
05,2016-07-26,14
05,2016-07-27,14
05,2016-08-11,14
05,2016-10-06,14
05,2017-01-02,14
05,2017-01-13,14
05,2017-06-22,14
05,2017-07-20,14
05,2017-07-26,14
05,2017-08-03,14
05,2017-08-25,14
05,2017-08-28,14
05,2017-08-30,14
05,2017-09-06,14
05,2017-10-25,14
05,2017-10-31,14
05,2018-02-01,14
05,2018-02-14,14
05,2018-06-08,14
05,2018-07-26,14
05,2018-07-30,14
05,2018-07-31,14
05,2018-08-08,14
05,2018-08-09,14
05,2018-10-05,14
05,2018-10-10,14
05,2018-11-14,14
05,2018-11-22,14
05,2019-01-04,14
05,2019-01-17,14
05,2019-03-01,14
05,2019-06-05,14
05,2019-07-31,14
05,2019-08-01,14
05,2019-08-09,14
05,2019-09-12,14
05,2019-09-19,14
05,2019-10-08,14
05,2019-10-10,14
05,2020-01-31,14
05,2020-02-27,14
05,2020-04-07,14
05,2020-04-10,14
05,2020-06-24,14
05,2020-07-22,14
05,2020-09-17,14
05,2020-09-29,14
05,2020-10-29,14
05,2020-10-30,14
05,2020-11-02,14
05,2020-11-05,14
05,2021-01-08,14
05,2021-04-15,14
05,2021-06-25,14
05,2021-07-20,14
05,2021-07-27,14
05,2021-09-24,14
05,2021-10-20,14
05,2021-12-09,14
05,2016-01-15,13
05,2016-01-27,13
05,2016-02-10,13
05,2016-03-29,13
05,2016-04-29,13
05,2016-05-04,13
05,2016-05-25,13
05,2016-06-29,13
05,2016-08-09,13
05,2016-09-07,13
05,2016-10-07,13
05,2016-11-30,13
05,2016-12-04,13
05,2016-12-27,13
05,2016-12-28,13
05,2017-01-08,13
05,2017-01-11,13
05,2017-04-05,13
05,2017-04-13,13
05,2017-06-14,13
05,2017-06-30,13
05,2017-08-09,13
05,2017-08-17,13
05,2017-11-16,13
05,2017-12-06,13
05,2018-02-13,13
05,2018-03-08,13
05,2018-04-13,13
05,2018-05-03,13
05,2018-05-04,13
05,2018-05-09,13
05,2018-05-16,13
05,2018-05-17,13
05,2018-06-20,13
05,2018-07-20,13
05,2018-08-03,13
05,2018-08-23,13
05,2018-08-29,13
05,2018-12-06,13
05,2018-12-13,13
05,2019-01-02,13
05,2019-05-08,13
05,2019-05-23,13
05,2019-07-18,13
05,2019-07-19,13
05,2019-08-23,13
05,2019-08-29,13
05,2019-09-04,13
05,2019-09-05,13
05,2019-11-05,13
05,2019-11-19,13
05,2020-02-19,13
05,2020-03-04,13
05,2020-04-03,13
05,2020-04-20,13
05,2020-05-07,13
05,2020-05-19,13
05,2020-07-10,13
05,2020-07-20,13
05,2020-08-17,13
05,2020-10-26,13
05,2020-11-18,13
05,2020-12-04,13
05,2020-12-29,13
05,2021-04-22,13
05,2021-07-01,13
05,2021-09-15,13
05,2021-09-22,13
05,2021-11-12,13
05,2021-11-17,13
05,2016-02-26,12
05,2016-03-13,12
05,2016-03-18,12
05,2016-05-06,12
05,2016-05-27,12
05,2016-08-02,12
05,2017-03-02,12
05,2017-07-27,12
05,2017-10-06,12
05,2017-10-08,12
05,2017-12-07,12
05,2018-01-31,12
05,2018-07-17,12
05,2018-08-02,12
05,2018-08-10,12
05,2018-08-14,12
05,2018-08-22,12
05,2018-11-28,12
05,2019-03-13,12
05,2019-05-15,12
05,2019-05-31,12
05,2019-07-12,12
05,2019-07-23,12
05,2019-07-26,12
05,2019-07-30,12
05,2020-04-14,12
05,2020-04-16,12
05,2020-04-17,12
05,2020-04-23,12
05,2020-04-28,12
05,2020-05-20,12
05,2020-05-22,12
05,2020-05-28,12
05,2020-08-06,12
05,2020-08-13,12
05,2020-08-14,12
05,2020-09-16,12
05,2020-10-15,12
05,2020-10-23,12
05,2020-11-03,12
05,2020-12-08,12
05,2021-07-08,12
05,2021-07-09,12
05,2021-10-22,12
05,2021-12-03,12
05,2021-12-29,12
05,2016-05-01,11
05,2016-08-10,11
05,2016-08-26,11
05,2016-08-30,11
05,2016-11-01,11
05,2016-12-29,11
05,2017-01-22,11
05,2017-01-29,11
05,2017-03-19,11
05,2017-04-06,11
05,2017-08-14,11
05,2017-08-29,11
05,2017-12-10,11
05,2018-06-13,11
05,2018-08-28,11
05,2018-11-15,11
05,2019-01-13,11
05,2019-05-29,11
05,2019-08-06,11
05,2019-08-26,11
05,2020-01-19,11
05,2020-03-20,11
05,2020-03-27,11
05,2020-04-22,11
05,2020-04-29,11
05,2020-06-09,11
05,2020-07-17,11
05,2020-08-10,11
05,2020-08-11,11
05,2020-10-28,11
05,2020-11-26,11
05,2020-12-27,11
05,2021-01-17,11
05,2021-02-21,11
05,2021-03-07,11
05,2021-06-27,11
05,2021-10-17,11
05,2021-12-01,11
05,2021-12-08,11
05,2016-03-06,10
05,2016-04-10,10
05,2016-05-08,10
05,2016-05-29,10
05,2016-06-12,10
05,2016-07-17,10
05,2016-08-19,10
05,2016-10-16,10
05,2017-03-26,10
05,2017-05-26,10
05,2017-06-11,10
05,2017-07-11,10
05,2017-09-03,10
05,2017-09-18,10
05,2017-10-01,10
05,2018-04-15,10
05,2018-04-22,10
05,2018-04-30,10
05,2018-07-06,10
05,2018-08-31,10
05,2018-11-02,10
05,2018-11-04,10
05,2018-12-27,10
05,2019-03-03,10
05,2019-04-30,10
05,2019-05-12,10
05,2019-08-22,10
05,2019-08-25,10
05,2019-12-24,10
05,2020-05-06,10
05,2020-07-21,10
05,2020-11-04,10
05,2021-05-02,10
05,2021-05-09,10
05,2021-08-27,10
05,2021-10-10,10
05,2021-11-11,10
05,2021-11-21,10
05,2021-12-27,10
05,2021-12-28,10
05,2016-02-24,9
05,2016-03-20,9
05,2016-04-17,9
05,2016-06-05,9
05,2016-08-05,9
05,2016-09-11,9
05,2016-11-27,9
05,2016-12-26,9
05,2017-02-05,9
05,2017-02-19,9
